Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Fiscal Year,Calendar Year
2012-09-30,2011,Y,Export-Import Bank of the United States,0.6,0.7,-0.1,null,-0.1,2012,2012
2012-09-30,2011,Y,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2012,2012
2012-09-30,2011,Y,National Credit Union Administration,0.2,3.1,-2.9,null,-2.9,2012,2012
2012-09-30,2011,Y,General Services Administration,0.3,0.6,-0.3,null,-0.3,2012,2012
2012-09-30,2011,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2012,2012
2012-09-30,2011,Y,Tennessee Valley Authority,11.5,11.8,-0.3,null,-0.3,2012,2012
2012-09-30,2011,Y,Securities and Exchange Commission,1,1.6,-0.6,null,-0.6,2012,2012
2012-09-30,2011,Y,Federal Deposit Insurance Corporation,-2.2,13.7,-15.9,null,-15.9,2012,2012
2012-09-30,2011,Y,Department of the Treasury,114.8,30.6,84.2,null,84.2,2012,2012
2012-09-30,2011,Y,All other entities,47.1,0.5,46.6,null,46.6,2012,2012
2012-09-30,2011,Y,Total,3998.3,365.6,3632.7,28.1,3660.8,2012,2012
2011-09-30,2011,N,Department of Health and Human Services,943.4,66.4,877,0.1,877.1,2011,2011
2011-09-30,2011,N,Social Security Administration,782.9,0.4,782.5,null,782.5,2011,2011
2011-09-30,2011,N,Department of Defense,828.7,78,750.7,-32,718.7,2011,2011
2011-09-30,2011,N,Interest on Treasury Securities Held by the Public,250.9,null,250.9,null,250.9,2011,2011
2011-09-30,2011,N,Department of Veterans Affairs,124.3,4.7,119.6,58.9,178.5,2011,2011
2011-09-30,2011,N,Department of Agriculture,154.2,9.4,144.8,null,144.8,2011,2011
2011-09-30,2011,N,Department of Labor,132.8,null,132.8,null,132.8,2011,2011
2011-09-30,2011,N,Department of the Treasury,115.2,30.6,84.6,null,84.6,2011,2011
2011-09-30,2011,N,Department of Transportation,77.9,0.7,77.2,null,77.2,2011,2011
2011-09-30,2011,N,Department of Housing and Urban Development,60.8,1.2,59.6,null,59.6,2011,2011
2011-09-30,2011,N,Department of Education,69.7,15,54.7,null,54.7,2011,2011
2011-09-30,2011,N,Department of Homeland Security,58.9,9.4,49.5,0.4,49.9,2011,2011
2011-09-30,2011,N,Department of Energy,52.5,7.9,44.6,null,44.6,2011,2011
2011-09-30,2011,N,Department of Justice,31.3,1.3,30,null,30,2011,2011
2011-09-30,2011,N,Office of Personnel Management,43.7,19.1,24.6,0.3,24.9,2011,2011
2011-09-30,2011,N,Department of State,27,3.4,23.6,0.4,24,2011,2011
2011-09-30,2011,N,Department of the Interior,23.8,2.7,21.1,null,21.1,2011,2011
2011-09-30,2011,N,National Aeronautics and Space Administration,18.8,0.1,18.7,null,18.7,2011,2011
2011-09-30,2011,N,Agency for International Development,12.1,0.7,11.4,null,11.4,2011,2011
2011-09-30,2011,N,Railroad Retirement Board,17,5.9,11.1,null,11.1,2011,2011
2011-09-30,2011,N,Environmental Protection Agency,11.3,0.5,10.8,null,10.8,2011,2011
2011-09-30,2011,N,Federal Communications Commission,9.3,0.4,8.9,null,8.9,2011,2011
2011-09-30,2011,N,Department of Commerce,11.3,2.5,8.8,null,8.8,2011,2011
2011-09-30,2011,N,National Science Foundation,7.1,null,7.1,null,7.1,2011,2011
2011-09-30,2011,N,Pension Benefit Guaranty Corporation,12.8,7.4,5.4,null,5.4,2011,2011
2011-09-30,2011,N,Small Business Administration,3.6,0.4,3.2,null,3.2,2011,2011
2011-09-30,2011,N,Smithsonian Institution,0.7,null,0.7,null,0.7,2011,2011
2011-09-30,2011,N,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2011,2011
2011-09-30,2011,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2011,2011
2011-09-30,2011,N,Export-Import Bank of the United States,0.6,0.7,-0.1,null,-0.1,2011,2011
2011-09-30,2011,N,General Services Administration,0.4,0.6,-0.2,null,-0.2,2011,2011
2011-09-30,2011,N,Tennessee Valley Authority,11.5,11.8,-0.3,null,-0.3,2011,2011
2011-09-30,2011,N,Securities and Exchange Commission,1.1,1.6,-0.5,null,-0.5,2011,2011
2011-09-30,2011,N,National Credit Union Administration,0.2,3.1,-2.9,null,-2.9,2011,2011
2011-09-30,2011,N,U.S. Postal Service,56.2,64.6,-8.4,null,-8.4,2011,2011
2011-09-30,2011,N,Federal Deposit Insurance Corporation,-2.1,13.7,-15.8,null,-15.8,2011,2011
2011-09-30,2011,N,All other entities,47.4,0.5,46.9,null,46.9,2011,2011
2011-09-30,2011,N,Total,3998.3,365.6,3632.7,28.1,3660.8,2011,2011
2011-09-30,2010,Y,Department of Health and Human Services,920.4,62.7,857.7,-0.1,857.6,2011,2011
2011-09-30,2010,Y,Social Security Administration,754.2,0.3,753.9,null,753.9,2011,2011
2011-09-30,2010,Y,Department of Defense,929,39.8,889.2,-58.8,830.4,2011,2011
2011-09-30,2010,Y,Interest on Treasury Securities Held by the Public,214.8,null,214.8,null,214.8,2011,2011
2011-09-30,2010,Y,Department of Veterans Affairs,240.2,4.7,235.5,101.4,336.9,2011,2011
2011-09-30,2010,Y,Department of Agriculture,136.6,6,130.6,null,130.6,2011,2011
2011-09-30,2010,Y,Department of Labor,179,null,179,null,179,2011,2011
2011-09-30,2010,Y,Department of the Treasury,402.3,29.4,372.9,null,372.9,2011,2011
2011-09-30,2010,Y,Department of Transportation,80.4,0.6,79.8,null,79.8,2011,2011
2011-09-30,2010,Y,Department of Housing and Urban Development,56.7,1.3,55.4,null,55.4,2011,2011
2011-09-30,2010,Y,Department of Education,100.8,11.3,89.5,null,89.5,2011,2011
2011-09-30,2010,Y,Department of Homeland Security,58.9,8.9,50,5.7,55.7,2011,2011
2011-09-30,2010,Y,Department of Energy,28.9,3.8,25.1,null,25.1,2011,2011
2011-09-30,2010,Y,Department of Justice,32.7,1.2,31.5,null,31.5,2011,2011
2011-09-30,2010,Y,Office of Personnel Management,43.5,18,25.5,84.1,109.6,2011,2011
2011-09-30,2010,Y,Department of State,24.5,2.8,21.7,0.6,22.3,2011,2011
2011-09-30,2010,Y,Department of the Interior,20.7,2.4,18.3,null,18.3,2011,2011
2011-09-30,2010,Y,National Aeronautics and Space Administration,22.1,0.1,22,null,22,2011,2011
2011-09-30,2010,Y,Agency for International Development,10.7,0.2,10.5,null,10.5,2011,2011
2011-09-30,2010,Y,Railroad Retirement Board,14.6,5.8,8.8,null,8.8,2011,2011
2011-09-30,2010,Y,Environmental Protection Agency,12.7,0.5,12.2,null,12.2,2011,2011
2011-09-30,2010,Y,Federal Communications Commission,9.5,0.5,9,null,9,2011,2011
2011-09-30,2010,Y,Department of Commerce,16.5,2.3,14.2,null,14.2,2011,2011
2011-09-30,2010,Y,National Science Foundation,6.9,null,6.9,null,6.9,2011,2011
2011-09-30,2010,Y,Pension Benefit Guaranty Corporation,11.9,8.1,3.8,null,3.8,2011,2011
2011-09-30,2010,Y,Small Business Administration,5.4,0.4,5,null,5,2011,2011
2011-09-30,2010,Y,Smithsonian Institution,0.8,null,0.8,null,0.8,2011,2011
2011-09-30,2010,Y,U.S. Nuclear Regulatory Commission,1.2,0.9,0.3,null,0.3,2011,2011
2011-09-30,2010,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2011,2011
2011-09-30,2010,Y,Export-Import Bank of the United States,0.4,0.7,-0.3,null,-0.3,2011,2011
2011-09-30,2010,Y,General Services Administration,0.6,0.6,null,null,null,2011,2011
2011-09-30,2010,Y,Tennessee Valley Authority,9.7,10.8,-1.1,null,-1.1,2011,2011
2011-09-30,2010,Y,Securities and Exchange Commission,1.1,1.4,-0.3,null,-0.3,2011,2011
2011-09-30,2010,Y,National Credit Union Administration,3.2,1.1,2.1,null,2.1,2011,2011
2011-09-30,2010,Y,U.S. Postal Service,57.3,65.7,-8.4,null,-8.4,2011,2011
2011-09-30,2010,Y,Federal Deposit Insurance Corporation,16.8,16.1,0.7,null,0.7,2011,2011
2011-09-30,2010,Y,All other entities,47.3,0.7,46.6,null,46.6,2011,2011
2011-09-30,2010,Y,Total,4472.3,309.2,4163.1,132.9,4296,2011,2011
2010-09-30,2010,N,Department of Defense,929,39.8,null,null,889.2,2010,2010
2010-09-30,2010,N,Department of Health and Human Services,920.4,62.7,null,null,857.7,2010,2010
2010-09-30,2010,N,Social Security Administration,754.2,0.3,null,null,753.9,2010,2010
2010-09-30,2010,N,Department of the Treasury,402.3,29.4,null,null,372.9,2010,2010
2010-09-30,2010,N,Department of Veterans Affairs,240.2,4.7,null,null,235.5,2010,2010
2010-09-30,2010,N,Interest on Treasury Securities held by the public,214.8,null,null,null,214.8,2010,2010
2010-09-30,2010,N,Department of Labor,179,null,null,null,179,2010,2010
2010-09-30,2010,N,Department of Agriculture,136.6,6,null,null,130.6,2010,2010
2010-09-30,2010,N,Department of Education,100.8,11.3,null,null,89.5,2010,2010
2010-09-30,2010,N,Department of Transportation,80.4,0.6,null,null,79.8,2010,2010
2010-09-30,2010,N,Department of Homeland Security,58.9,8.9,null,null,50,2010,2010
2010-09-30,2010,N,U.S. Postal Service,57.3,65.7,null,null,-8.4,2010,2010
2010-09-30,2010,N,Department of Housing and Urban Development,56.7,1.3,null,null,55.4,2010,2010
2010-09-30,2010,N,Office of Personnel Management,43.5,18,null,null,25.5,2010,2010
2010-09-30,2010,N,Department of Justice,32.7,1.2,null,null,31.5,2010,2010
2010-09-30,2010,N,Department of Energy,28.9,3.8,null,null,25.1,2010,2010
2010-09-30,2010,N,Department of State,24.5,2.8,null,null,21.7,2010,2010
2010-09-30,2010,N,National Aeronautics and Space Administration,22.1,0.1,null,null,22,2010,2010
2010-09-30,2010,N,Department of the Interior,20.7,2.4,null,null,18.3,2010,2010
2010-09-30,2010,N,Federal Deposit Insurance Corporation,16.8,16.1,null,null,0.7,2010,2010
2010-09-30,2010,N,Department of Commerce,16.5,2.3,null,null,14.2,2010,2010
2010-09-30,2010,N,Railroad Retirement Board,14.6,5.8,null,null,8.8,2010,2010
2010-09-30,2010,N,Environmental Protection Agency,12.7,0.5,null,null,12.2,2010,2010
2010-09-30,2010,N,Pension Benefit Guaranty Corporation,11.9,8.1,null,null,3.8,2010,2010
2010-09-30,2010,N,Agency for International Development,10.7,0.2,null,null,10.5,2010,2010
2010-09-30,2010,N,Tennessee Valley Authority,9.7,10.8,null,null,-1.1,2010,2010
2010-09-30,2010,N,Federal Communications Commission,9.5,0.5,null,null,9,2010,2010
2010-09-30,2010,N,National Science Foundation,6.9,null,null,null,6.9,2010,2010
2010-09-30,2010,N,Small Business Administration,5.4,0.4,null,null,5,2010,2010
2010-09-30,2010,N,National Credit Union Administration,3.2,1.1,null,null,2.1,2010,2010
2010-09-30,2010,N,U.S. Nuclear Regulatory Commission,1.2,0.9,null,null,0.3,2010,2010
2010-09-30,2010,N,Securities and Exchange Commission,1.1,1.4,null,null,-0.3,2010,2010
2010-09-30,2010,N,Smithsonian Institution,0.8,null,null,null,0.8,2010,2010
2010-09-30,2010,N,General Services Administration,0.6,0.6,null,null,null,2010,2010
2010-09-30,2010,N,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,2010,2010
2010-09-30,2010,N,Farm Credit System Insurance Corporation,null,0.1,null,null,-0.1,2010,2010
2010-09-30,2010,N,All other entities,47.3,0.7,null,null,46.6,2010,2010
2010-09-30,2010,N,Subtotal before loss/(gain) from changes in assumptions in 2010,4472.3,309.2,null,null,4163.1,2010,2010
2010-09-30,2010,N,Subtotal of loss/(gain) from changes in assumptions,132.9,null,null,null,132.9,2010,2010
2010-09-30,2010,N,Total,4605.2,309.2,null,null,4296,2010,2010
2010-09-30,2009,Y,Department of Defense,718.4,35.6,null,null,682.8,2010,2010
2010-09-30,2009,Y,Department of Health and Human Services,866.4,59.5,null,null,806.9,2010,2010
2010-09-30,2009,Y,Social Security Administration,736.6,0.4,null,null,736.2,2010,2010
2010-09-30,2009,Y,Department of the Treasury,254.6,19.4,null,null,235.2,2010,2010
2010-09-30,2009,Y,Department of Veterans Affairs,-38.8,4,null,null,-42.8,2010,2010
2010-09-30,2009,Y,Interest on Treasury Securities held by the public,189.1,null,null,null,189.1,2010,2010
2010-09-30,2009,Y,Department of Labor,140.2,null,null,null,140.2,2010,2010
2010-09-30,2009,Y,Department of Agriculture,132,10.5,null,null,121.5,2010,2010
2010-09-30,2009,Y,Department of Education,44.9,6.5,null,null,38.4,2010,2010
2010-09-30,2009,Y,Department of Transportation,80.1,0.5,null,null,79.6,2010,2010
2010-09-30,2009,Y,Department of Homeland Security,62.1,8.4,null,null,53.7,2010,2010
2010-09-30,2009,Y,U.S. Postal Service,58.2,67.1,null,null,-8.9,2010,2010
2010-09-30,2009,Y,Department of Housing and Urban Development,62.6,1,null,null,61.6,2010,2010
2010-09-30,2009,Y,Office of Personnel Management,41.2,16.9,null,null,24.3,2010,2010
2010-09-30,2009,Y,Department of Justice,31.2,1.1,null,null,30.1,2010,2010
2010-09-30,2009,Y,Department of Energy,46.8,3.9,null,null,42.9,2010,2010
2010-09-30,2009,Y,Department of State,25.6,2.5,null,null,23.1,2010,2010
2010-09-30,2009,Y,National Aeronautics and Space Administration,24.2,0.1,null,null,24.1,2010,2010
2010-09-30,2009,Y,Department of the Interior,20.8,2.2,null,null,18.6,2010,2010
2010-09-30,2009,Y,Federal Deposit Insurance Corporation,63.4,18.8,null,null,44.6,2010,2010
2010-09-30,2009,Y,Department of Commerce,13.9,2.1,null,null,11.8,2010,2010
2010-09-30,2009,Y,Railroad Retirement Board,22.7,11.2,null,null,11.5,2010,2010
2010-09-30,2009,Y,Environmental Protection Agency,10.1,0.6,null,null,9.5,2010,2010
2010-09-30,2009,Y,Pension Benefit Guaranty Corporation,22.9,10.5,null,null,12.4,2010,2010
2010-09-30,2009,Y,Agency for International Development,11.8,0.7,null,null,11.1,2010,2010
2010-09-30,2009,Y,Tennessee Valley Authority,10.2,11,null,null,-0.8,2010,2010
2010-09-30,2009,Y,Federal Communications Commission,8.8,0.5,null,null,8.3,2010,2010
2010-09-30,2009,Y,National Science Foundation,6.1,null,null,null,6.1,2010,2010
2010-09-30,2009,Y,Small Business Administration,6.3,0.4,null,null,5.9,2010,2010
2010-09-30,2009,Y,National Credit Union Administration,6.1,1.3,null,null,4.8,2010,2010
2010-09-30,2009,Y,U.S. Nuclear Regulatory Commission,1.3,0.8,null,null,0.5,2010,2010
2010-09-30,2009,Y,Securities and Exchange Commission,1.1,1.1,null,null,null,2010,2010
2010-09-30,2009,Y,Smithsonian Institution,0.9,null,null,null,0.9,2010,2010
2010-09-30,2009,Y,General Services Administration,1,0.5,null,null,0.5,2010,2010
2010-09-30,2009,Y,Export-Import Bank of the United States,1.5,0.8,null,null,0.7,2010,2010
2010-09-30,2009,Y,Farm Credit System Insurance Corporation,null,0.3,null,null,-0.3,2010,2010
2010-09-30,2009,Y,All other entities,51.3,0.7,null,null,50.6,2010,2010
2010-09-30,2009,Y,Subtotal before loss/(gain) from changes in assumptions in 2010,3735.6,300.9,null,null,3434.7,2010,2010
2010-09-30,2009,Y,Subtotal of loss/(gain) from changes in assumptions,null,null,null,null,null,2010,2010
2010-09-30,2009,Y,Total,3735.6,300.9,null,null,3434.7,2010,2010
2009-09-30,2009,N,Department of Health and Human Services,866.4,59.5,null,null,806.9,2009,2009
2009-09-30,2009,N,Social Security Administration,736.6,0.4,null,null,736.2,2009,2009
2009-09-30,2009,N,Department of Defense,718.4,35.6,null,null,682.8,2009,2009
2009-09-30,2009,N,Department of the Treasury,254.6,19.4,null,null,235.2,2009,2009
2009-09-30,2009,N,Interest on Treasury Securities held by the public,189.1,null,null,null,189.1,2009,2009
2009-09-30,2009,N,Department of Labor,140.2,null,null,null,140.2,2009,2009
2009-09-30,2009,N,Department of Agriculture,132,10.5,null,null,121.5,2009,2009
2009-09-30,2009,N,Department of Transportation,80.1,0.5,null,null,79.6,2009,2009
2009-09-30,2009,N,Department of Housing and Urban Development,62.6,1,null,null,61.6,2009,2009
2009-09-30,2009,N,Department of Homeland Security,62.1,8.4,null,null,53.7,2009,2009
2009-09-30,2009,N,Federal Deposit Insurance Corporation,63.4,18.8,null,null,44.6,2009,2009
2009-09-30,2009,N,Department of Energy,46.8,3.9,null,null,42.9,2009,2009
2009-09-30,2009,N,Department of Education,44.9,6.5,null,null,38.4,2009,2009
2009-09-30,2009,N,Department of Justice,31.2,1.1,null,null,30.1,2009,2009
2009-09-30,2009,N,Office of Personnel Management,41.2,16.9,null,null,24.3,2009,2009
2009-09-30,2009,N,National Aeronautics and Space Administration,24.2,0.1,null,null,24.1,2009,2009
2009-09-30,2009,N,Department of State,25.6,2.5,null,null,23.1,2009,2009
2009-09-30,2009,N,Department of the Interior,20.8,2.2,null,null,18.6,2009,2009
2009-09-30,2009,N,Pension Benefit Guaranty Corporation,22.9,10.5,null,null,12.4,2009,2009
2009-09-30,2009,N,Department of Commerce,13.9,2.1,null,null,11.8,2009,2009
2009-09-30,2009,N,Railroad Retirement Board,22.7,11.2,null,null,11.5,2009,2009
2009-09-30,2009,N,Agency for International Development,11.8,0.7,null,null,11.1,2009,2009
2009-09-30,2009,N,Environmental Protection Agency,10.1,0.6,null,null,9.5,2009,2009
2009-09-30,2009,N,Federal Communications Commission,8.8,0.5,null,null,8.3,2009,2009
2009-09-30,2009,N,National Science Foundation,6.1,null,null,null,6.1,2009,2009
2009-09-30,2009,N,Small Business Administration,6.3,0.4,null,null,5.9,2009,2009
2009-09-30,2009,N,National Credit Union Administration,6.1,1.3,null,null,4.8,2009,2009
2009-09-30,2009,N,Smithsonian Institution,0.9,null,null,null,0.9,2009,2009
2009-09-30,2009,N,Export-Import Bank of the United States,1.5,0.8,null,null,0.7,2009,2009
2009-09-30,2009,N,U.S. Nuclear Regulatory Commission,1.3,0.8,null,null,0.5,2009,2009
2009-09-30,2009,N,General Services Administration,1,0.5,null,null,0.5,2009,2009
2009-09-30,2009,N,Securities and Exchange Commission,1.1,1.1,null,null,null,2009,2009
2009-09-30,2009,N,Farm Credit System Insurance Corporation,null,0.3,null,null,-0.3,2009,2009
2009-09-30,2009,N,Tennessee Valley Authority,10.2,11,null,null,-0.8,2009,2009
2009-09-30,2009,N,U.S. Postal Service,58.2,67.1,null,null,-8.9,2009,2009
2009-09-30,2009,N,Department of Veterans Affairs,-38.8,4,null,null,-42.8,2009,2009
2009-09-30,2009,N,All other entities,51.3,0.7,null,null,50.6,2009,2009
2009-09-30,2009,N,Total,3735.6,300.9,null,null,3434.7,2009,2009
2009-09-30,2008,Y,Department of Health and Human Services,769.1,56.4,null,null,712.7,2009,2009
2009-09-30,2008,Y,Social Security Administration,663.9,0.3,null,null,663.6,2009,2009
2009-09-30,2008,Y,Department of Defense,767.6,26.8,null,null,740.8,2009,2009
2009-09-30,2008,Y,Department of the Treasury,197,12.4,null,null,184.6,2009,2009
2009-09-30,2008,Y,Interest on Treasury Securities held by the public,241.6,null,null,null,241.6,2009,2009
2009-09-30,2008,Y,Department of Labor,60.6,null,null,null,60.6,2009,2009
2009-09-30,2008,Y,Department of Agriculture,109.3,9.8,null,null,99.5,2009,2009
2009-09-30,2008,Y,Department of Transportation,71.5,0.8,null,null,70.7,2009,2009
2009-09-30,2008,Y,Department of Housing and Urban Development,60.6,0.8,null,null,59.8,2009,2009
2009-09-30,2008,Y,Department of Homeland Security,60,7.9,null,null,52.1,2009,2009
2009-09-30,2008,Y,Federal Deposit Insurance Corporation,24.3,1.7,null,null,22.6,2009,2009
2009-09-30,2008,Y,Department of Energy,35.8,4.2,null,null,31.6,2009,2009
2009-09-30,2008,Y,Department of Education,66.9,5,null,null,61.9,2009,2009
2009-09-30,2008,Y,Department of Justice,31.7,1.1,null,null,30.6,2009,2009
2009-09-30,2008,Y,Office of Personnel Management,39.5,16,null,null,23.5,2009,2009
2009-09-30,2008,Y,National Aeronautics and Space Administration,20.4,0.2,null,null,20.2,2009,2009
2009-09-30,2008,Y,Department of State,22.1,2.6,null,null,19.5,2009,2009
2009-09-30,2008,Y,Department of the Interior,23.4,2.1,null,null,21.3,2009,2009
2009-09-30,2008,Y,Pension Benefit Guaranty Corporation,2.3,3.5,null,null,-1.2,2009,2009
2009-09-30,2008,Y,Department of Commerce,11.9,2,null,null,9.9,2009,2009
2009-09-30,2008,Y,Railroad Retirement Board,20.7,4.2,null,null,16.5,2009,2009
2009-09-30,2008,Y,Agency for International Development,9.1,-0.1,null,null,9.2,2009,2009
2009-09-30,2008,Y,Environmental Protection Agency,10.1,0.5,null,null,9.6,2009,2009
2009-09-30,2008,Y,Federal Communications Commission,8.5,0.4,null,null,8.1,2009,2009
2009-09-30,2008,Y,National Science Foundation,6,null,null,null,6,2009,2009
2009-09-30,2008,Y,Small Business Administration,1.9,0.4,null,null,1.5,2009,2009
2009-09-30,2008,Y,National Credit Union Administration,0.5,0.1,null,null,0.4,2009,2009
2009-09-30,2008,Y,Smithsonian Institution,0.9,null,null,null,0.9,2009,2009
2009-09-30,2008,Y,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,2009,2009
2009-09-30,2008,Y,U.S. Nuclear Regulatory Commission,1.2,0.8,null,null,0.4,2009,2009
2009-09-30,2008,Y,General Services Administration,1,0.5,null,null,0.5,2009,2009
2009-09-30,2008,Y,Securities and Exchange Commission,1.1,1,null,null,0.1,2009,2009
2009-09-30,2008,Y,Farm Credit System Insurance Corporation,null,0.2,null,null,-0.2,2009,2009
2009-09-30,2008,Y,Tennessee Valley Authority,10.2,10.1,null,null,0.1,2009,2009
2009-09-30,2008,Y,U.S. Postal Service,60,73.7,null,null,-13.7,2009,2009
2009-09-30,2008,Y,Department of Veterans Affairs,434.6,4.2,null,null,430.4,2009,2009
2009-09-30,2008,Y,All other entities,45.9,0.6,null,null,45.3,2009,2009
2009-09-30,2008,Y,Total,3891.6,250.9,null,null,3640.7,2009,2009
2008-09-30,2008,N,Department of Defense,767.6,26.8,null,null,740.8,2008,2008
2008-09-30,2008,N,Department of Health and Human Services,769.1,56.4,null,null,712.7,2008,2008
2008-09-30,2008,N,Social Security Administration,663.9,0.3,null,null,663.6,2008,2008
2008-09-30,2008,N,Department of Veterans Affairs,434.6,4.2,null,null,430.4,2008,2008
2008-09-30,2008,N,Interest on Treasury Securities held by the public,241.6,null,null,null,241.6,2008,2008
2008-09-30,2008,N,Department of the Treasury,197,12.4,null,null,184.6,2008,2008
2008-09-30,2008,N,Department of Agriculture,109.3,9.8,null,null,99.5,2008,2008
2008-09-30,2008,N,Department of Transportation,71.5,0.8,null,null,70.7,2008,2008
2008-09-30,2008,N,Department of Education,66.9,5,null,null,61.9,2008,2008
2008-09-30,2008,N,Department of Labor,60.6,null,null,null,60.6,2008,2008
2008-09-30,2008,N,Department of Housing and Urban Development,60.6,0.8,null,null,59.8,2008,2008
2008-09-30,2008,N,Department of Homeland Security,60,7.9,null,null,52.1,2008,2008
2008-09-30,2008,N,Department of Energy,35.8,4.2,null,null,31.6,2008,2008
2008-09-30,2008,N,Department of Justice,31.7,1.1,null,null,30.6,2008,2008
2008-09-30,2008,N,Office of Personnel Management,39.5,16,null,null,23.5,2008,2008
2008-09-30,2008,N,Federal Deposit Insurance Corporation,24.3,1.7,null,null,22.6,2008,2008
2008-09-30,2008,N,Department of the Interior,23.4,2.1,null,null,21.3,2008,2008
2008-09-30,2008,N,National Aeronautics and Space Administration,20.4,0.2,null,null,20.2,2008,2008
2008-09-30,2008,N,Department of State,22.1,2.6,null,null,19.5,2008,2008
2008-09-30,2008,N,Railroad Retirement Board,20.7,4.2,null,null,16.5,2008,2008
2008-09-30,2008,N,Department of Commerce,11.9,2,null,null,9.9,2008,2008
2008-09-30,2008,N,Environmental Protection Agency,10.1,0.5,null,null,9.6,2008,2008
2008-09-30,2008,N,Agency for International Development,9.1,-0.1,null,null,9.2,2008,2008
2008-09-30,2008,N,Federal Communications Commission,8.5,0.4,null,null,8.1,2008,2008
2008-09-30,2008,N,National Science Foundation,6,null,null,null,6,2008,2008
2008-09-30,2008,N,Small Business Administration,1.9,0.4,null,null,1.5,2008,2008
2008-09-30,2008,N,Smithsonian Institution,0.9,null,null,null,0.9,2008,2008
2008-09-30,2008,N,General Services Administration,1,0.5,null,null,0.5,2008,2008
2008-09-30,2008,N,U.S. Nuclear Regulatory Commission,1.2,0.8,null,null,0.4,2008,2008
2008-09-30,2008,N,National Credit Union Administration,0.5,0.1,null,null,0.4,2008,2008
2008-09-30,2008,N,Securities and Exchange Commission,1.1,1,null,null,0.1,2008,2008
2008-09-30,2008,N,Tennessee Valley Authority,10.2,10.1,null,null,0.1,2008,2008
2008-09-30,2008,N,Farm Credit System Insurance Corporation,null,0.2,null,null,-0.2,2008,2008
2008-09-30,2008,N,Export-Import Bank of the United States,0.4,0.7,null,null,-0.3,2008,2008
2008-09-30,2008,N,Pension Benefit Guaranty Corporation,2.3,3.5,null,null,-1.2,2008,2008
2008-09-30,2008,N,U.S. Postal Service,60,73.7,null,null,-13.7,2008,2008
2008-09-30,2008,N,All other entities,45.9,0.6,null,null,45.3,2008,2008
2008-09-30,2008,N,Total,3891.6,250.9,null,null,3640.7,2008,2008
2008-09-30,2007,Y,Department of Defense,689.6,25.1,null,null,664.5,2008,2008
2008-09-30,2007,Y,Department of Health and Human Services,718.6,51.8,null,null,666.8,2008,2008
2008-09-30,2007,Y,Social Security Administration,626.4,0.3,null,null,626.1,2008,2008
2008-09-30,2007,Y,Department of Veterans Affairs,63.1,3.7,null,null,59.4,2008,2008
2008-09-30,2007,Y,Interest on Treasury Securities held by the public,238.9,null,null,null,238.9,2008,2008
2008-09-30,2007,Y,Department of the Treasury,86.9,6.3,null,null,80.6,2008,2008
2008-09-30,2007,Y,Department of Agriculture,98.6,12.1,null,null,86.5,2008,2008
2008-09-30,2007,Y,Department of Transportation,66.2,0.5,null,null,65.7,2008,2008
2008-09-30,2007,Y,Department of Education,66.3,4.5,null,null,61.8,2008,2008
2008-09-30,2007,Y,Department of Labor,50.1,null,null,null,50.1,2008,2008
2008-09-30,2007,Y,Department of Housing and Urban Development,54,0.9,null,null,53.1,2008,2008
2008-09-30,2007,Y,Department of Homeland Security,51.1,7.1,null,null,44,2008,2008
2008-09-30,2007,Y,Department of Energy,67.5,4.3,null,null,63.2,2008,2008
2008-09-30,2007,Y,Department of Justice,28.8,1,null,null,27.8,2008,2008
2008-09-30,2007,Y,Office of Personnel Management,36.2,15.5,null,null,20.7,2008,2008
2008-09-30,2007,Y,Federal Deposit Insurance Corporation,1.7,0.9,null,null,0.8,2008,2008
2008-09-30,2007,Y,Department of the Interior,18.6,2,null,null,16.6,2008,2008
2008-09-30,2007,Y,National Aeronautics and Space Administration,16.3,0.1,null,null,16.2,2008,2008
2008-09-30,2007,Y,Department of State,18.4,3.4,null,null,15,2008,2008
2008-09-30,2007,Y,Railroad Retirement Board,15.7,10.3,null,null,5.4,2008,2008
2008-09-30,2007,Y,Department of Commerce,9.6,1.9,null,null,7.7,2008,2008
2008-09-30,2007,Y,Environmental Protection Agency,10,0.4,null,null,9.6,2008,2008
2008-09-30,2007,Y,Agency for International Development,9.7,0.3,null,null,9.4,2008,2008
2008-09-30,2007,Y,Federal Communications Commission,7.9,0.4,null,null,7.5,2008,2008
2008-09-30,2007,Y,National Science Foundation,5.7,null,null,null,5.7,2008,2008
2008-09-30,2007,Y,Small Business Administration,1.3,0.4,null,null,0.9,2008,2008
2008-09-30,2007,Y,Smithsonian Institution,0.7,null,null,null,0.7,2008,2008
2008-09-30,2007,Y,General Services Administration,0.6,0.5,null,null,0.1,2008,2008
